index	prediction	ground_trouth
0	Cooking technique	Cooking technique
1	Preparation	Cooking technique
2	Cooking technique	Preparation
3	Preparation	Recipe
4	Ingredient	Recipe
5	Amount	Amount
6	Amount	Amount
7	Preparation	Preparation
8	Temperature	Time
9	Preparation	Preparation
10	Preparation	Preparation
11	Preparation	Ingredient
12	Preparation	Ingredient
13	Cooking technique	Preparation
14	Preparation	Cooking technique
15	Time	Time
16	Amount	Amount
17	Cooking technique	Cooking technique
18	Preparation	Cooking technique
19	Cooking technique	Preparation
20	Ingredient	Ingredient
21	Amount	Amount
22	Amount	Amount
23	Amount	Amount
24	Amount	Amount
25	Amount	Amount
26	Ingredient	Ingredient
27	Time	Preparation
28	Amount	Ingredient
29	Preparation	Preparation
30	Recipe	Miscellaneous
31	Recipe	Recipe
32	Ingredient	Ingredient
33	Amount	Equipment
34	Recipe	Recipe
35	Recipe	Recipe
36	Cooking technique	Cooking technique
37	Amount	Time
38	Equipment	Equipment
39	Ingredient	Ingredient
40	Ingredient	Ingredient
41	Ingredient	Preparation
42	Ingredient	Preparation
43	Miscellaneous	Miscellaneous
44	Ingredient	Ingredient
45	Amount	Time
46	Recipe	Preparation
47	Time	Time
48	Cooking technique	Cooking technique
49	Preparation	Preparation
50	Amount	Ingredient
51	Amount	Amount
52	Time	Time
53	Amount	Amount
54	Recipe	Recipe
55	Preparation	Recipe
56	Preparation	Preparation
57	Preparation	Cooking technique
58	Preparation	Preparation
59	Preparation	Preparation
60	Ingredient	Ingredient
61	Preparation	Preparation
62	Amount	Amount
63	Equipment	Ingredient
64	Cooking technique	Ingredient
65	Ingredient	Ingredient
66	Amount	Amount
67	Cooking technique	Preparation
68	Recipe	Miscellaneous
69	Ingredient	Ingredient
70	Recipe	Preparation
71	Recipe	Recipe
72	Preparation	Ingredient
73	Recipe	Ingredient
74	Cooking technique	Miscellaneous
75	Time	Time
76	Amount	Amount
77	Ingredient	Ingredient
78	Ingredient	Ingredient
79	Cooking technique	Preparation
80	Ingredient	Ingredient
81	Ingredient	Ingredient
82	Cooking technique	Preparation
83	Preparation	Ingredient
84	Ingredient	Ingredient
85	Amount	Amount
86	Preparation	Preparation
87	Cooking technique	Cooking technique
88	Recipe	Recipe
89	Preparation	Recipe
90	Preparation	Recipe
91	Preparation	Recipe
92	Recipe	Recipe
93	Preparation	Recipe
94	Cooking technique	Knowledge
95	Cooking technique	Knowledge
96	Amount	Amount
97	Time	Ingredient
98	Time	Time
99	Preparation	Preparation
100	Preparation	Preparation
101	Cooking technique	Cooking technique
102	Miscellaneous	Miscellaneous
103	Time	Time
104	Ingredient	Cooking technique
105	Cooking technique	Preparation
106	Preparation	Ingredient
107	Recipe	Cooking technique
108	Preparation	Preparation
109	Preparation	Preparation
110	Preparation	Preparation
111	Ingredient	Amount
112	Ingredient	Preparation
113	Amount	Amount
114	Cooking technique	Knowledge
115	Amount	Amount
116	Amount	Amount
117	Amount	Amount
118	Knowledge	Meal
119	Recipe	Recipe
120	Recipe	Recipe
121	Preparation	Ingredient
122	Preparation	Preparation
123	Amount	Amount
124	Preparation	Preparation
125	Time	Time
126	Cooking technique	Ingredient
127	Cooking technique	Ingredient
128	Time	Time
129	Preparation	Preparation
130	Amount	Recipe
131	Equipment	Equipment
132	Preparation	Ingredient
133	Amount	Amount
134	Time	Time
135	Time	Preparation
136	Amount	Amount
137	Cooking technique	Preparation
138	Amount	Amount
139	Amount	Amount
140	Amount	Amount
141	Recipe	Ingredient
142	Preparation	Preparation
143	Cooking technique	Preparation
144	Knowledge	Knowledge
145	Recipe	Recipe
146	Recipe	Time
147	Amount	Amount
148	Ingredient	Ingredient
149	Preparation	Preparation
150	Recipe	Preparation
151	Equipment	Equipment
152	Ingredient	Ingredient
153	Ingredient	Ingredient
154	Preparation	Preparation
155	Cooking technique	Ingredient
156	Equipment	Ingredient
157	Amount	Ingredient
158	Ingredient	Ingredient
159	Preparation	Preparation
160	Temperature	Temperature
161	Ingredient	Ingredient
162	Amount	Amount
163	Amount	Amount
164	Ingredient	Preparation
165	Cooking technique	Preparation
166	Ingredient	Preparation
167	Time	Preparation
168	Preparation	Preparation
169	Time	Time
170	Preparation	Preparation
171	Amount	Amount
172	Ingredient	Preparation
173	Ingredient	Ingredient
174	Ingredient	Preparation
175	Equipment	Preparation
176	Equipment	Ingredient
177	Ingredient	Ingredient
178	Time	Time
179	Recipe	Preparation
180	Recipe	Recipe
181	Ingredient	Ingredient
182	Amount	Amount
183	Amount	Amount
184	Amount	Amount
185	Ingredient	Ingredient
186	Preparation	Preparation
187	Time	Cooking technique
188	Cooking technique	Cooking technique
189	Amount	Amount
190	Miscellaneous	Time
191	Preparation	Ingredient
192	Amount	Amount
193	Amount	Amount
194	Amount	Amount
195	Knowledge	Ingredient
196	Ingredient	Ingredient
197	Preparation	Ingredient
198	Recipe	Ingredient
199	Recipe	Ingredient
200	Amount	Amount
201	Ingredient	Preparation
202	Cooking technique	Cooking technique
203	Ingredient	Cooking technique
204	Ingredient	Ingredient
205	Temperature	Temperature
206	Ingredient	Ingredient
207	Amount	Amount
208	Amount	Amount
209	Preparation	Preparation
210	Time	Time
211	Amount	Amount
212	Recipe	Preparation
213	Preparation	Ingredient
214	Preparation	Preparation
215	Time	Time
216	Preparation	Preparation
217	Ingredient	Ingredient
218	Preparation	Ingredient
219	Knowledge	Knowledge
220	Preparation	Cooking technique
221	Recipe	Preparation
222	Recipe	Preparation
223	Temperature	Preparation
224	Recipe	Recipe
225	Preparation	Preparation
226	Ingredient	Ingredient
227	Ingredient	Preparation
228	Cooking technique	Recipe
229	Amount	Amount
230	Preparation	Preparation
231	Ingredient	Ingredient
232	Knowledge	Ingredient
233	Preparation	Preparation
234	Preparation	Preparation
235	Preparation	Preparation
236	Ingredient	Preparation
237	Cooking technique	Cooking technique
238	Amount	Amount
239	Amount	Amount
240	Preparation	Preparation
241	Cooking technique	Preparation
242	Amount	Amount
243	Ingredient	Ingredient
244	Ingredient	Ingredient
245	Preparation	Preparation
246	Ingredient	Cooking technique
247	Ingredient	Cooking technique
248	Recipe	Cooking technique
249	Ingredient	Preparation
250	Preparation	Preparation
251	Amount	Amount
252	Preparation	Preparation
253	Preparation	Preparation
254	Cooking technique	Preparation
255	Ingredient	Ingredient
256	Ingredient	Ingredient
257	Ingredient	Preparation
258	Miscellaneous	Ingredient
259	Ingredient	Ingredient
260	Ingredient	Ingredient
261	Ingredient	Amount
262	Preparation	Preparation
263	Ingredient	Ingredient
264	Ingredient	Ingredient
265	Temperature	Temperature
266	Amount	Amount
267	Preparation	Preparation
