index	prediction	ground_trouth
0	Ingredient	Ingredient
1	Preparation	Preparation
2	Miscellaneous	Preparation
3	Amount	Amount
4	Amount	Cooking technique
5	Ingredient	Ingredient
6	Ingredient	Ingredient
7	Ingredient	Preparation
8	Amount	Amount
9	Temperature	Temperature
10	Preparation	Cooking technique
11	Time	Time
12	Recipe	Recipe
13	Cooking technique	Ingredient
14	Temperature	Preparation
15	Preparation	Preparation
16	Preparation	Preparation
17	Time	Time
18	Time	Time
19	Time	Time
20	Ingredient	Cooking technique
21	Recipe	Ingredient
22	Preparation	Recipe
23	Preparation	Preparation
24	Amount	Preparation
25	Ingredient	Ingredient
26	Amount	Amount
27	Amount	Amount
28	Amount	Amount
29	Preparation	Preparation
30	Recipe	Recipe
31	Ingredient	Ingredient
32	Equipment	Equipment
33	Time	Amount
34	Amount	Amount
35	Ingredient	Preparation
36	Recipe	Miscellaneous
37	Amount	Amount
38	Preparation	Preparation
39	Preparation	Preparation
40	Amount	Ingredient
41	Ingredient	Meal
42	Equipment	Ingredient
43	Amount	Amount
44	Ingredient	Ingredient
45	Recipe	Preparation
46	Ingredient	Ingredient
47	Ingredient	Miscellaneous
48	Preparation	Preparation
49	Cooking technique	Cooking technique
50	Preparation	Preparation
51	Cooking technique	Preparation
52	Cooking technique	Cooking technique
53	Amount	Amount
54	Amount	Amount
55	Cooking technique	Cooking technique
56	Preparation	Cooking technique
57	Ingredient	Cooking technique
58	Miscellaneous	Time
59	Amount	Amount
60	Ingredient	Preparation
61	Amount	Amount
62	Preparation	Preparation
63	Preparation	Ingredient
64	Preparation	Preparation
65	Ingredient	Recipe
66	Preparation	Ingredient
67	Cooking technique	Ingredient
68	Amount	Amount
69	Recipe	Recipe
70	Cooking technique	Ingredient
71	Amount	Amount
72	Preparation	Preparation
73	Recipe	Ingredient
74	Preparation	Preparation
75	Time	Time
76	Amount	Amount
77	Amount	Amount
78	Recipe	Preparation
79	Ingredient	Ingredient
80	Ingredient	Ingredient
81	Ingredient	Ingredient
82	Ingredient	Ingredient
83	Preparation	Preparation
84	Time	Time
85	Knowledge	Knowledge
86	Recipe	Recipe
87	Miscellaneous	Miscellaneous
88	Amount	Amount
89	Preparation	Preparation
90	Preparation	Preparation
91	Preparation	Recipe
92	Recipe	Ingredient
93	Recipe	Recipe
94	Ingredient	Ingredient
95	Recipe	Recipe
96	Equipment	Ingredient
97	Recipe	Recipe
98	Amount	Amount
99	Amount	Amount
100	Ingredient	Ingredient
101	Recipe	Preparation
102	Preparation	Preparation
103	Preparation	Preparation
104	Preparation	Preparation
105	Cooking technique	Temperature
106	Ingredient	Ingredient
107	Ingredient	Preparation
108	Amount	Knowledge
109	Amount	Knowledge
110	Cooking technique	Cooking technique
111	Preparation	Cooking technique
112	Recipe	Recipe
113	Cooking technique	Cooking technique
114	Cooking technique	Cooking technique
115	Cooking technique	Ingredient
116	Time	Recipe
117	Ingredient	Ingredient
118	Knowledge	Preparation
119	Time	Time
120	Ingredient	Ingredient
121	Amount	Amount
122	Ingredient	Ingredient
123	Amount	Amount
124	Cooking technique	Cooking technique
125	Preparation	Preparation
126	Ingredient	Ingredient
127	Preparation	Preparation
128	Time	Time
129	Preparation	Preparation
130	Preparation	Preparation
131	Amount	Amount
132	Equipment	Ingredient
133	Recipe	Recipe
134	Miscellaneous	Recipe
