index	prediction	ground_trouth
0	Recipe	Recipe
1	Recipe	Recipe
2	Recipe	Recipe
3	Recipe	Recipe
4	Cooking technique	Cooking technique
5	Preparation	Preparation
6	Recipe	Recipe
7	Cooking technique	Cooking technique
8	Ingredient	Ingredient
9	Ingredient	Ingredient
10	Amount	Amount
11	Preparation	Recipe
12	Amount	Amount
13	Ingredient	Ingredient
14	Recipe	Preparation
15	Preparation	Preparation
16	Ingredient	Ingredient
17	Preparation	Preparation
18	Cooking technique	Cooking technique
19	Cooking technique	Cooking technique
20	Amount	Amount
21	Time	Time
22	Cooking technique	Cooking technique
23	Preparation	Cooking technique
24	Recipe	Recipe
25	Amount	Amount
26	Preparation	Preparation
27	Preparation	Preparation
28	Time	Time
29	Amount	Amount
30	Time	Time
31	Recipe	Recipe
32	Preparation	Preparation
33	Preparation	Preparation
34	Equipment	Equipment
35	Recipe	Recipe
36	Ingredient	Ingredient
37	Recipe	Recipe
38	Amount	Amount
39	Ingredient	Ingredient
40	Time	Time
41	Amount	Amount
42	Ingredient	Ingredient
43	Ingredient	Preparation
44	Ingredient	Ingredient
45	Ingredient	Ingredient
46	Miscellaneous	Recipe
47	Preparation	Preparation
48	Preparation	Preparation
49	Ingredient	Ingredient
50	Recipe	Ingredient
51	Ingredient	Ingredient
52	Time	Ingredient
53	Time	Time
54	Preparation	Ingredient
55	Ingredient	Ingredient
56	Preparation	Preparation
57	Ingredient	Ingredient
58	Cooking technique	Ingredient
59	Amount	Amount
60	Preparation	Preparation
61	Amount	Amount
62	Preparation	Preparation
63	Amount	Amount
64	Ingredient	Cooking technique
65	Cooking technique	Cooking technique
66	Miscellaneous	Ingredient
67	Miscellaneous	Ingredient
68	Recipe	Ingredient
69	Preparation	Preparation
70	Preparation	Preparation
71	Ingredient	Preparation
72	Preparation	Preparation
73	Preparation	Ingredient
74	Ingredient	Ingredient
75	Amount	Amount
76	Ingredient	Ingredient
77	Miscellaneous	Preparation
78	Amount	Amount
79	Cooking technique	Cooking technique
80	Time	Time
81	Ingredient	Preparation
82	Cooking technique	Preparation
83	Amount	Amount
84	Amount	Amount
85	Ingredient	Preparation
86	Amount	Ingredient
87	Knowledge	Cooking technique
88	Amount	Amount
89	Recipe	Ingredient
90	Preparation	Preparation
91	Recipe	Preparation
92	Recipe	Preparation
93	Recipe	Recipe
94	Ingredient	Ingredient
95	Preparation	Preparation
96	Ingredient	Ingredient
97	Ingredient	Ingredient
98	Miscellaneous	Cooking technique
99	Ingredient	Preparation
100	Preparation	Preparation
101	Time	Time
102	Amount	Amount
103	Cooking technique	Cooking technique
104	Cooking technique	Cooking technique
105	Preparation	Cooking technique
106	Preparation	Ingredient
107	Amount	Amount
108	Amount	Amount
109	Preparation	Preparation
110	Amount	Amount
111	Amount	Amount
112	Ingredient	Ingredient
113	Knowledge	Preparation
114	Amount	Preparation
115	Cooking technique	Cooking technique
116	Preparation	Preparation
117	Miscellaneous	Cooking technique
118	Time	Time
119	Ingredient	Ingredient
120	Miscellaneous	Preparation
121	Equipment	Preparation
122	Preparation	Preparation
123	Amount	Amount
124	Cooking technique	Preparation
125	Ingredient	Preparation
126	Recipe	Meal
127	Cooking technique	Cooking technique
128	Knowledge	Ingredient
129	Amount	Amount
130	Time	Time
131	Amount	Amount
132	Ingredient	Preparation
133	Cooking technique	Knowledge
134	Time	Time
135	Knowledge	Knowledge
136	Ingredient	Ingredient
137	Ingredient	Recipe
138	Ingredient	Ingredient
139	Ingredient	Ingredient
140	Preparation	Preparation
141	Preparation	Preparation
142	Preparation	Preparation
143	Amount	Amount
144	Time	Time
145	Time	Time
146	Ingredient	Ingredient
147	Time	Time
148	Amount	Miscellaneous
149	Ingredient	Cooking technique
150	Preparation	Preparation
151	Amount	Amount
152	Time	Time
153	Ingredient	Ingredient
154	Preparation	Preparation
155	Preparation	Preparation
156	Miscellaneous	Miscellaneous
157	Equipment	Equipment
158	Knowledge	Knowledge
159	Amount	Amount
160	Recipe	Miscellaneous
161	Ingredient	Ingredient
162	Temperature	Preparation
163	Ingredient	Preparation
164	Amount	Amount
165	Time	Ingredient
166	Recipe	Recipe
167	Ingredient	Recipe
168	Ingredient	Preparation
169	Amount	Amount
170	Amount	Amount
171	Amount	Preparation
172	Amount	Ingredient
173	Preparation	Preparation
174	Ingredient	Ingredient
175	Cooking technique	Cooking technique
176	Cooking technique	Cooking technique
177	Amount	Amount
178	Amount	Amount
179	Equipment	Equipment
180	Ingredient	Ingredient
181	Recipe	Meal
182	Ingredient	Ingredient
183	Ingredient	Ingredient
184	Amount	Amount
185	Ingredient	Ingredient
186	Preparation	Ingredient
187	Amount	Preparation
188	Preparation	Preparation
189	Ingredient	Preparation
190	Amount	Amount
191	Amount	Amount
192	Equipment	Preparation
193	Amount	Amount
194	Amount	Ingredient
195	Time	Ingredient
196	Preparation	Ingredient
197	Temperature	Temperature
198	Equipment	Preparation
199	Preparation	Time
200	Amount	Amount
201	Equipment	Equipment
202	Temperature	Preparation
203	Knowledge	Knowledge
204	Cooking technique	Preparation
205	Amount	Amount
206	Ingredient	Preparation
207	Amount	Amount
208	Preparation	Preparation
209	Amount	Amount
210	Temperature	Temperature
211	Recipe	Recipe
212	Time	Preparation
213	Recipe	Ingredient
214	Time	Time
215	Preparation	Preparation
216	Preparation	Preparation
217	Time	Time
218	Recipe	Ingredient
219	Amount	Amount
220	Cooking technique	Miscellaneous
221	Ingredient	Ingredient
222	Preparation	Preparation
223	Cooking technique	Ingredient
224	Preparation	Ingredient
225	Amount	Amount
226	Amount	Amount
227	Temperature	Temperature
228	Preparation	Cooking technique
229	Ingredient	Ingredient
230	Cooking technique	Recipe
231	Ingredient	Ingredient
232	Preparation	Preparation
233	Ingredient	Ingredient
234	Preparation	Preparation
235	Amount	Amount
236	Recipe	Recipe
237	Recipe	Recipe
238	Ingredient	Ingredient
239	Preparation	Preparation
240	Preparation	Preparation
241	Cooking technique	Preparation
242	Preparation	Preparation
243	Preparation	Preparation
244	Preparation	Preparation
245	Amount	Amount
246	Ingredient	Ingredient
247	Amount	Amount
248	Preparation	Preparation
249	Ingredient	Ingredient
250	Knowledge	Knowledge
251	Ingredient	Ingredient
252	Temperature	Preparation
253	Ingredient	Ingredient
254	Time	Time
255	Amount	Amount
256	Preparation	Preparation
257	Recipe	Recipe
258	Ingredient	Amount
259	Ingredient	Ingredient
260	Ingredient	Ingredient
261	Amount	Ingredient
262	Preparation	Preparation
263	Recipe	Recipe
264	Cooking technique	Preparation
265	Preparation	Preparation
266	Preparation	Preparation
267	Amount	Amount
