index	prediction	ground_trouth
0	Ingredient	Ingredient
1	Recipe	Preparation
2	Miscellaneous	Preparation
3	Amount	Amount
4	Cooking technique	Cooking technique
5	Ingredient	Ingredient
6	Ingredient	Ingredient
7	Preparation	Preparation
8	Amount	Amount
9	Temperature	Temperature
10	Preparation	Cooking technique
11	Time	Time
12	Recipe	Recipe
13	Preparation	Ingredient
14	Preparation	Preparation
15	Preparation	Preparation
16	Preparation	Preparation
17	Time	Time
18	Time	Time
19	Time	Time
20	Ingredient	Cooking technique
21	Recipe	Ingredient
22	Preparation	Recipe
23	Amount	Preparation
24	Amount	Preparation
25	Ingredient	Ingredient
26	Amount	Amount
27	Amount	Amount
28	Amount	Amount
29	Preparation	Preparation
30	Recipe	Recipe
31	Ingredient	Ingredient
32	Equipment	Equipment
33	Amount	Amount
34	Amount	Amount
35	Ingredient	Preparation
36	Recipe	Miscellaneous
37	Amount	Amount
38	Preparation	Preparation
39	Preparation	Preparation
40	Ingredient	Ingredient
41	Ingredient	Meal
42	Amount	Ingredient
43	Amount	Amount
44	Ingredient	Ingredient
45	Recipe	Preparation
46	Cooking technique	Ingredient
47	Ingredient	Miscellaneous
48	Recipe	Preparation
49	Cooking technique	Cooking technique
50	Preparation	Preparation
51	Cooking technique	Preparation
52	Miscellaneous	Cooking technique
53	Amount	Amount
54	Amount	Amount
55	Cooking technique	Cooking technique
56	Cooking technique	Cooking technique
57	Ingredient	Cooking technique
58	Cooking technique	Time
59	Amount	Amount
60	Preparation	Preparation
61	Amount	Amount
62	Preparation	Preparation
63	Preparation	Ingredient
64	Preparation	Preparation
65	Recipe	Recipe
66	Ingredient	Ingredient
67	Amount	Ingredient
68	Amount	Amount
69	Recipe	Recipe
70	Miscellaneous	Ingredient
71	Amount	Amount
72	Preparation	Preparation
73	Preparation	Ingredient
74	Amount	Preparation
75	Time	Time
76	Amount	Amount
77	Amount	Amount
78	Recipe	Preparation
79	Ingredient	Ingredient
80	Ingredient	Ingredient
81	Recipe	Ingredient
82	Ingredient	Ingredient
83	Preparation	Preparation
84	Time	Time
85	Knowledge	Knowledge
86	Recipe	Recipe
87	Miscellaneous	Miscellaneous
88	Amount	Amount
89	Preparation	Preparation
90	Preparation	Preparation
91	Recipe	Recipe
92	Recipe	Ingredient
93	Recipe	Recipe
94	Recipe	Ingredient
95	Recipe	Recipe
96	Equipment	Ingredient
97	Recipe	Recipe
98	Amount	Amount
99	Amount	Amount
100	Preparation	Ingredient
101	Ingredient	Preparation
102	Cooking technique	Preparation
103	Preparation	Preparation
104	Preparation	Preparation
105	Cooking technique	Temperature
106	Ingredient	Ingredient
107	Ingredient	Preparation
108	Amount	Knowledge
109	Amount	Knowledge
110	Cooking technique	Cooking technique
111	Preparation	Cooking technique
112	Recipe	Recipe
113	Cooking technique	Cooking technique
114	Temperature	Cooking technique
115	Cooking technique	Ingredient
116	Time	Recipe
117	Ingredient	Ingredient
118	Knowledge	Preparation
119	Time	Time
120	Recipe	Ingredient
121	Amount	Amount
122	Miscellaneous	Ingredient
123	Amount	Amount
124	Cooking technique	Cooking technique
125	Cooking technique	Preparation
126	Ingredient	Ingredient
127	Ingredient	Preparation
128	Time	Time
129	Preparation	Preparation
130	Preparation	Preparation
131	Amount	Amount
132	Ingredient	Ingredient
133	Recipe	Recipe
134	Miscellaneous	Recipe
135	Cooking technique	Ingredient
136	Ingredient	Amount
137	Preparation	Ingredient
138	Time	Time
139	Preparation	Preparation
140	Cooking technique	Ingredient
141	Amount	Preparation
142	Equipment	Equipment
143	Miscellaneous	Ingredient
144	Ingredient	Ingredient
145	Cooking technique	Preparation
146	Time	Time
147	Preparation	Preparation
148	Preparation	Preparation
149	Amount	Amount
150	Cooking technique	Ingredient
151	Time	Ingredient
152	Time	Time
153	Ingredient	Ingredient
154	Ingredient	Ingredient
155	Preparation	Preparation
156	Preparation	Cooking technique
157	Temperature	Preparation
158	Amount	Ingredient
159	Ingredient	Preparation
160	Time	Ingredient
161	Preparation	Preparation
162	Recipe	Cooking technique
163	Ingredient	Ingredient
164	Time	Ingredient
165	Ingredient	Ingredient
166	Equipment	Ingredient
167	Recipe	Recipe
168	Recipe	Ingredient
169	Cooking technique	Preparation
170	Equipment	Equipment
171	Recipe	Ingredient
172	Amount	Amount
173	Preparation	Preparation
174	Recipe	Preparation
175	Amount	Ingredient
176	Preparation	Preparation
177	Time	Time
178	Ingredient	Ingredient
179	Preparation	Amount
180	Amount	Amount
181	Recipe	Recipe
182	Amount	Amount
183	Ingredient	Preparation
184	Amount	Amount
185	Equipment	Cooking technique
186	Recipe	Ingredient
187	Time	Time
188	Preparation	Preparation
189	Cooking technique	Preparation
190	Cooking technique	Cooking technique
191	Temperature	Temperature
192	Preparation	Preparation
193	Recipe	Recipe
194	Amount	Preparation
195	Ingredient	Ingredient
196	Knowledge	Knowledge
197	Preparation	Preparation
198	Time	Ingredient
199	Equipment	Ingredient
200	Ingredient	Ingredient
201	Preparation	Preparation
202	Temperature	Preparation
203	Preparation	Preparation
204	Preparation	Preparation
205	Ingredient	Preparation
206	Amount	Amount
207	Preparation	Cooking technique
208	Preparation	Equipment
209	Ingredient	Preparation
210	Cooking technique	Cooking technique
211	Cooking technique	Preparation
212	Amount	Miscellaneous
213	Amount	Amount
214	Ingredient	Ingredient
215	Amount	Amount
216	Ingredient	Ingredient
217	Time	Time
218	Preparation	Preparation
219	Amount	Amount
220	Ingredient	Preparation
221	Preparation	Preparation
222	Preparation	Preparation
223	Ingredient	Ingredient
224	Preparation	Preparation
225	Amount	Amount
226	Amount	Amount
227	Amount	Amount
228	Amount	Amount
229	Ingredient	Ingredient
230	Amount	Amount
231	Preparation	Preparation
232	Amount	Amount
233	Ingredient	Ingredient
234	Amount	Amount
235	Cooking technique	Cooking technique
236	Preparation	Cooking technique
237	Recipe	Recipe
238	Recipe	Preparation
239	Recipe	Recipe
240	Amount	Amount
241	Preparation	Preparation
242	Time	Time
243	Ingredient	Ingredient
244	Time	Time
245	Recipe	Ingredient
246	Preparation	Preparation
247	Ingredient	Preparation
248	Preparation	Preparation
249	Temperature	Preparation
250	Knowledge	Knowledge
251	Recipe	Recipe
252	Preparation	Ingredient
253	Amount	Amount
254	Preparation	Ingredient
255	Temperature	Time
256	Preparation	Amount
257	Preparation	Preparation
258	Amount	Ingredient
259	Ingredient	Ingredient
260	Preparation	Amount
261	Amount	Amount
262	Ingredient	Preparation
263	Amount	Amount
264	Cooking technique	Preparation
