index	prediction	ground_trouth
0	Cooking technique	Cooking technique
1	Cooking technique	Cooking technique
2	Cooking technique	Preparation
3	Recipe	Recipe
4	Preparation	Recipe
5	Amount	Amount
6	Amount	Amount
7	Preparation	Preparation
8	Temperature	Time
9	Recipe	Preparation
10	Preparation	Preparation
11	Ingredient	Ingredient
12	Preparation	Ingredient
13	Preparation	Preparation
14	Preparation	Cooking technique
15	Time	Time
16	Amount	Amount
17	Cooking technique	Cooking technique
18	Cooking technique	Cooking technique
19	Cooking technique	Preparation
20	Ingredient	Ingredient
21	Amount	Amount
22	Amount	Amount
23	Amount	Amount
24	Amount	Amount
25	Amount	Amount
26	Amount	Ingredient
27	Time	Preparation
28	Amount	Ingredient
29	Recipe	Preparation
30	Recipe	Miscellaneous
31	Recipe	Recipe
32	Recipe	Ingredient
33	Preparation	Equipment
34	Recipe	Recipe
35	Recipe	Recipe
36	Cooking technique	Cooking technique
37	Time	Time
38	Equipment	Equipment
39	Ingredient	Ingredient
40	Ingredient	Ingredient
41	Ingredient	Preparation
42	Equipment	Preparation
43	Cooking technique	Miscellaneous
44	Ingredient	Ingredient
45	Time	Time
46	Ingredient	Preparation
47	Time	Time
48	Cooking technique	Cooking technique
49	Cooking technique	Preparation
50	Ingredient	Ingredient
51	Amount	Amount
52	Time	Time
53	Amount	Amount
54	Recipe	Recipe
55	Recipe	Recipe
56	Preparation	Preparation
57	Preparation	Cooking technique
58	Preparation	Preparation
59	Equipment	Preparation
60	Cooking technique	Ingredient
61	Preparation	Preparation
62	Amount	Amount
63	Ingredient	Ingredient
64	Cooking technique	Ingredient
65	Ingredient	Ingredient
66	Preparation	Amount
67	Cooking technique	Preparation
68	Recipe	Miscellaneous
69	Cooking technique	Ingredient
70	Preparation	Preparation
71	Recipe	Recipe
72	Ingredient	Ingredient
73	Recipe	Ingredient
74	Miscellaneous	Miscellaneous
75	Time	Time
76	Amount	Amount
77	Ingredient	Ingredient
78	Ingredient	Ingredient
79	Equipment	Preparation
80	Ingredient	Ingredient
81	Ingredient	Ingredient
82	Preparation	Preparation
83	Amount	Ingredient
84	Ingredient	Ingredient
85	Amount	Amount
86	Cooking technique	Preparation
87	Time	Cooking technique
88	Recipe	Recipe
89	Recipe	Recipe
90	Ingredient	Recipe
91	Recipe	Recipe
92	Recipe	Recipe
93	Recipe	Recipe
94	Cooking technique	Knowledge
95	Ingredient	Knowledge
96	Preparation	Amount
97	Time	Ingredient
98	Time	Time
99	Time	Preparation
100	Cooking technique	Preparation
101	Cooking technique	Cooking technique
102	Cooking technique	Miscellaneous
103	Time	Time
104	Ingredient	Cooking technique
105	Preparation	Preparation
106	Preparation	Ingredient
107	Cooking technique	Cooking technique
108	Preparation	Preparation
109	Preparation	Preparation
110	Preparation	Preparation
111	Amount	Amount
112	Ingredient	Preparation
113	Amount	Amount
114	Cooking technique	Knowledge
115	Amount	Amount
116	Amount	Amount
117	Amount	Amount
118	Preparation	Meal
119	Recipe	Recipe
120	Recipe	Recipe
121	Recipe	Ingredient
122	Preparation	Preparation
123	Amount	Amount
124	Preparation	Preparation
125	Time	Time
126	Cooking technique	Ingredient
127	Cooking technique	Ingredient
128	Time	Time
129	Preparation	Preparation
