index	prediction	ground_trouth
0	Recipe	Recipe
1	Recipe	Ingredient
2	Recipe	Preparation
3	Recipe	Recipe
4	Recipe	Preparation
5	Miscellaneous	Preparation
6	Preparation	Preparation
7	Ingredient	Preparation
8	Cooking technique	Temperature
9	Time	Time
10	Preparation	Ingredient
11	Cooking technique	Cooking technique
12	Ingredient	Preparation
13	Amount	Ingredient
14	Ingredient	Ingredient
15	Preparation	Preparation
16	Temperature	Cooking technique
17	Preparation	Cooking technique
18	Amount	Amount
19	Cooking technique	Knowledge
20	Preparation	Preparation
21	Time	Time
22	Time	Time
23	Cooking technique	Cooking technique
24	Amount	Amount
25	Preparation	Preparation
26	Amount	Amount
27	Amount	Amount
28	Amount	Preparation
29	Cooking technique	Preparation
30	Time	Time
31	Preparation	Preparation
32	Cooking technique	Preparation
33	Equipment	Ingredient
34	Cooking technique	Preparation
35	Amount	Amount
36	Knowledge	Knowledge
37	Amount	Amount
38	Knowledge	Preparation
39	Cooking technique	Preparation
40	Recipe	Recipe
41	Ingredient	Ingredient
42	Ingredient	Amount
43	Recipe	Ingredient
44	Recipe	Preparation
45	Recipe	Recipe
46	Recipe	Ingredient
47	Recipe	Ingredient
48	Recipe	Ingredient
49	Amount	Amount
50	Amount	Amount
51	Cooking technique	Preparation
52	Preparation	Preparation
53	Amount	Amount
54	Time	Ingredient
55	Recipe	Recipe
56	Amount	Amount
57	Amount	Ingredient
58	Preparation	Preparation
59	Recipe	Ingredient
60	Cooking technique	Recipe
61	Cooking technique	Preparation
62	Amount	Amount
63	Time	Preparation
64	Cooking technique	Cooking technique
65	Recipe	Recipe
66	Ingredient	Recipe
67	Cooking technique	Cooking technique
68	Cooking technique	Cooking technique
69	Preparation	Preparation
70	Cooking technique	Preparation
71	Recipe	Preparation
72	Amount	Amount
73	Recipe	Meal
74	Cooking technique	Cooking technique
75	Ingredient	Ingredient
76	Preparation	Ingredient
77	Cooking technique	Ingredient
78	Amount	Amount
79	Ingredient	Ingredient
80	Ingredient	Ingredient
81	Cooking technique	Preparation
82	Ingredient	Ingredient
83	Preparation	Preparation
84	Amount	Amount
85	Cooking technique	Cooking technique
86	Recipe	Recipe
87	Recipe	Recipe
88	Recipe	Recipe
89	Recipe	Recipe
90	Knowledge	Ingredient
91	Recipe	Ingredient
92	Recipe	Recipe
93	Recipe	Recipe
94	Recipe	Knowledge
95	Recipe	Ingredient
96	Ingredient	Ingredient
97	Time	Time
98	Cooking technique	Ingredient
99	Cooking technique	Preparation
100	Cooking technique	Preparation
101	Miscellaneous	Equipment
102	Cooking technique	Miscellaneous
103	Preparation	Miscellaneous
104	Preparation	Time
105	Cooking technique	Cooking technique
106	Cooking technique	Cooking technique
107	Recipe	Ingredient
108	Cooking technique	Preparation
109	Amount	Amount
110	Amount	Ingredient
111	Ingredient	Ingredient
112	Ingredient	Preparation
113	Ingredient	Ingredient
114	Preparation	Preparation
115	Preparation	Preparation
116	Ingredient	Ingredient
117	Preparation	Preparation
118	Preparation	Ingredient
119	Cooking technique	Knowledge
120	Ingredient	Ingredient
121	Cooking technique	Cooking technique
122	Cooking technique	Cooking technique
123	Preparation	Preparation
124	Preparation	Preparation
125	Amount	Preparation
126	Time	Ingredient
127	Preparation	Preparation
128	Preparation	Ingredient
129	Cooking technique	Ingredient
130	Cooking technique	Preparation
131	Amount	Amount
132	Recipe	Knowledge
133	Time	Time
134	Amount	Time
135	Amount	Amount
136	Preparation	Equipment
137	Ingredient	Preparation
138	Amount	Ingredient
139	Preparation	Preparation
140	Time	Ingredient
141	Recipe	Ingredient
142	Preparation	Time
143	Cooking technique	Ingredient
144	Ingredient	Time
145	Preparation	Preparation
146	Ingredient	Ingredient
147	Preparation	Ingredient
148	Recipe	Ingredient
149	Recipe	Ingredient
150	Amount	Amount
151	Amount	Amount
152	Amount	Amount
153	Preparation	Ingredient
154	Recipe	Ingredient
155	Cooking technique	Preparation
156	Cooking technique	Temperature
157	Preparation	Ingredient
158	Preparation	Cooking technique
159	Recipe	Preparation
160	Recipe	Recipe
161	Recipe	Cooking technique
162	Cooking technique	Ingredient
163	Preparation	Ingredient
164	Preparation	Preparation
165	Ingredient	Equipment
166	Recipe	Recipe
167	Cooking technique	Ingredient
168	Preparation	Preparation
169	Time	Time
170	Cooking technique	Preparation
171	Recipe	Ingredient
172	Preparation	Preparation
173	Preparation	Preparation
174	Amount	Amount
175	Cooking technique	Preparation
176	Amount	Amount
177	Amount	Preparation
178	Amount	Amount
179	Ingredient	Cooking technique
180	Recipe	Cooking technique
181	Recipe	Recipe
182	Time	Time
183	Preparation	Equipment
184	Recipe	Recipe
185	Recipe	Ingredient
186	Cooking technique	Preparation
187	Preparation	Preparation
188	Ingredient	Preparation
189	Amount	Amount
190	Time	Time
191	Time	Temperature
192	Amount	Amount
193	Amount	Amount
194	Preparation	Preparation
195	Recipe	Preparation
196	Preparation	Preparation
197	Amount	Amount
198	Amount	Amount
199	Recipe	Preparation
200	Time	Ingredient
201	Amount	Amount
202	Cooking technique	Preparation
203	Time	Time
204	Time	Miscellaneous
205	Cooking technique	Cooking technique
206	Preparation	Preparation
207	Preparation	Preparation
208	Equipment	Amount
209	Preparation	Preparation
210	Amount	Amount
211	Amount	Amount
212	Preparation	Preparation
213	Time	Time
214	Recipe	Ingredient
215	Recipe	Recipe
216	Ingredient	Ingredient
217	Preparation	Preparation
218	Miscellaneous	Preparation
219	Preparation	Ingredient
220	Preparation	Preparation
221	Amount	Amount
222	Amount	Preparation
223	Amount	Amount
224	Cooking technique	Recipe
225	Cooking technique	Cooking technique
226	Amount	Amount
227	Preparation	Preparation
228	Amount	Amount
229	Time	Time
230	Miscellaneous	Preparation
231	Amount	Amount
232	Cooking technique	Cooking technique
233	Preparation	Cooking technique
234	Miscellaneous	Miscellaneous
235	Amount	Amount
236	Time	Time
237	Preparation	Preparation
238	Ingredient	Ingredient
239	Ingredient	Amount
240	Amount	Amount
241	Amount	Amount
242	Amount	Amount
243	Amount	Amount
244	Preparation	Preparation
245	Recipe	Ingredient
246	Recipe	Ingredient
247	Cooking technique	Preparation
248	Preparation	Ingredient
249	Preparation	Preparation
250	Ingredient	Ingredient
251	Ingredient	Amount
252	Ingredient	Ingredient
253	Ingredient	Ingredient
254	Amount	Amount
255	Ingredient	Ingredient
256	Time	Time
257	Preparation	Ingredient
258	Cooking technique	Preparation
259	Preparation	Preparation
260	Amount	Ingredient
261	Amount	Amount
262	Cooking technique	Ingredient
263	Preparation	Ingredient
264	Preparation	Preparation
265	Amount	Amount
266	Preparation	Preparation
