index	prediction	ground_trouth
0	Recipe	Ingredient
1	Recipe	Preparation
2	Recipe	Preparation
3	Amount	Amount
4	Amount	Cooking technique
5	Ingredient	Ingredient
6	Recipe	Ingredient
7	Preparation	Preparation
8	Amount	Amount
9	Temperature	Temperature
10	Cooking technique	Cooking technique
11	Time	Time
12	Recipe	Recipe
13	Preparation	Ingredient
14	Preparation	Preparation
15	Preparation	Preparation
16	Preparation	Preparation
17	Time	Time
18	Time	Time
19	Time	Time
20	Cooking technique	Cooking technique
21	Recipe	Ingredient
22	Preparation	Recipe
23	Preparation	Preparation
24	Amount	Preparation
25	Recipe	Ingredient
26	Amount	Amount
27	Amount	Amount
28	Amount	Amount
29	Preparation	Preparation
30	Recipe	Recipe
31	Ingredient	Ingredient
32	Equipment	Equipment
33	Amount	Amount
34	Amount	Amount
35	Preparation	Preparation
36	Recipe	Miscellaneous
37	Amount	Amount
38	Preparation	Preparation
39	Preparation	Preparation
40	Ingredient	Ingredient
41	Ingredient	Meal
42	Amount	Ingredient
43	Amount	Amount
44	Ingredient	Ingredient
45	Preparation	Preparation
46	Equipment	Ingredient
47	Preparation	Miscellaneous
48	Recipe	Preparation
49	Preparation	Cooking technique
50	Ingredient	Preparation
51	Cooking technique	Preparation
52	Preparation	Cooking technique
53	Amount	Amount
54	Amount	Amount
55	Preparation	Cooking technique
56	Ingredient	Cooking technique
57	Cooking technique	Cooking technique
58	Cooking technique	Time
59	Amount	Amount
60	Ingredient	Preparation
61	Amount	Amount
62	Preparation	Preparation
63	Preparation	Ingredient
64	Preparation	Preparation
65	Recipe	Recipe
66	Recipe	Ingredient
67	Cooking technique	Ingredient
68	Amount	Amount
69	Recipe	Recipe
70	Cooking technique	Ingredient
71	Amount	Amount
72	Preparation	Preparation
73	Ingredient	Ingredient
74	Amount	Preparation
75	Time	Time
76	Amount	Amount
77	Amount	Amount
78	Recipe	Preparation
79	Ingredient	Ingredient
80	Ingredient	Ingredient
81	Ingredient	Ingredient
82	Ingredient	Ingredient
83	Preparation	Preparation
84	Time	Time
85	Cooking technique	Knowledge
86	Recipe	Recipe
87	Recipe	Miscellaneous
88	Amount	Amount
89	Preparation	Preparation
90	Preparation	Preparation
91	Recipe	Recipe
92	Recipe	Ingredient
93	Recipe	Recipe
94	Recipe	Ingredient
95	Recipe	Recipe
96	Recipe	Ingredient
97	Recipe	Recipe
98	Amount	Amount
99	Amount	Amount
100	Preparation	Ingredient
101	Ingredient	Preparation
102	Cooking technique	Preparation
103	Preparation	Preparation
104	Cooking technique	Preparation
105	Preparation	Temperature
106	Ingredient	Ingredient
107	Cooking technique	Preparation
108	Amount	Knowledge
109	Amount	Knowledge
110	Cooking technique	Cooking technique
111	Preparation	Cooking technique
112	Recipe	Recipe
113	Cooking technique	Cooking technique
114	Temperature	Cooking technique
115	Cooking technique	Ingredient
116	Recipe	Recipe
117	Amount	Ingredient
118	Cooking technique	Preparation
119	Time	Time
120	Recipe	Ingredient
121	Amount	Amount
122	Preparation	Ingredient
123	Amount	Amount
124	Cooking technique	Cooking technique
125	Preparation	Preparation
126	Ingredient	Ingredient
127	Recipe	Preparation
128	Time	Time
129	Preparation	Preparation
130	Preparation	Preparation
131	Amount	Amount
132	Preparation	Ingredient
133	Recipe	Recipe
134	Knowledge	Recipe
135	Preparation	Ingredient
136	Ingredient	Amount
137	Preparation	Ingredient
138	Time	Time
139	Preparation	Preparation
140	Preparation	Ingredient
141	Amount	Preparation
142	Equipment	Equipment
143	Equipment	Ingredient
144	Equipment	Ingredient
145	Cooking technique	Preparation
146	Time	Time
147	Cooking technique	Preparation
148	Preparation	Preparation
149	Amount	Amount
150	Cooking technique	Ingredient
151	Time	Ingredient
152	Time	Time
153	Ingredient	Ingredient
154	Ingredient	Ingredient
155	Equipment	Preparation
