index	prediction	ground_trouth
0	Cooking technique	Recipe
1	Recipe	Recipe
2	Recipe	Recipe
3	Recipe	Recipe
4	Recipe	Recipe
5	Recipe	Ingredient
6	Preparation	Cooking technique
7	Miscellaneous	Cooking technique
8	Preparation	Preparation
9	Ingredient	Preparation
10	Time	Preparation
11	Preparation	Preparation
12	Recipe	Ingredient
13	Preparation	Preparation
14	Recipe	Preparation
15	Ingredient	Ingredient
16	Ingredient	Ingredient
17	Time	Preparation
18	Ingredient	Ingredient
19	Recipe	Recipe
20	Preparation	Temperature
21	Cooking technique	Cooking technique
22	Time	Time
23	Amount	Amount
24	Amount	Amount
25	Ingredient	Knowledge
26	Amount	Amount
27	Amount	Preparation
28	Cooking technique	Preparation
29	Ingredient	Ingredient
30	Amount	Amount
31	Amount	Preparation
32	Recipe	Recipe
33	Cooking technique	Cooking technique
34	Recipe	Recipe
35	Amount	Amount
36	Amount	Amount
37	Amount	Amount
38	Amount	Amount
39	Amount	Amount
40	Amount	Amount
41	Ingredient	Preparation
42	Recipe	Recipe
43	Time	Time
44	Cooking technique	Knowledge
45	Recipe	Cooking technique
46	Amount	Amount
47	Preparation	Preparation
48	Preparation	Preparation
49	Ingredient	Preparation
50	Ingredient	Ingredient
51	Ingredient	Preparation
52	Ingredient	Ingredient
53	Cooking technique	Preparation
54	Ingredient	Cooking technique
55	Preparation	Preparation
56	Amount	Miscellaneous
57	Preparation	Miscellaneous
58	Cooking technique	Cooking technique
59	Time	Time
60	Ingredient	Ingredient
61	Ingredient	Ingredient
62	Recipe	Recipe
63	Ingredient	Ingredient
64	Ingredient	Ingredient
65	Ingredient	Preparation
66	Time	Time
67	Amount	Amount
68	Time	Amount
69	Ingredient	Ingredient
70	Amount	Amount
71	Temperature	Temperature
72	Recipe	Ingredient
73	Amount	Amount
74	Temperature	Temperature
75	Temperature	Equipment
76	Amount	Amount
77	Recipe	Ingredient
78	Equipment	Preparation
79	Preparation	Preparation
80	Time	Time
81	Amount	Amount
82	Amount	Equipment
83	Preparation	Ingredient
84	Ingredient	Ingredient
85	Recipe	Ingredient
86	Ingredient	Ingredient
87	Preparation	Preparation
88	Preparation	Ingredient
89	Cooking technique	Preparation
90	Ingredient	Ingredient
91	Amount	Amount
92	Temperature	Amount
93	Recipe	Preparation
94	Preparation	Preparation
95	Ingredient	Ingredient
96	Time	Miscellaneous
97	Recipe	Ingredient
98	Recipe	Ingredient
99	Recipe	Ingredient
100	Recipe	Recipe
101	Recipe	Ingredient
102	Ingredient	Ingredient
103	Cooking technique	Cooking technique
104	Preparation	Preparation
105	Preparation	Preparation
106	Ingredient	Ingredient
107	Cooking technique	Preparation
108	Temperature	Cooking technique
109	Cooking technique	Recipe
110	Cooking technique	Cooking technique
111	Recipe	Recipe
112	Ingredient	Ingredient
113	Ingredient	Preparation
114	Preparation	Preparation
115	Preparation	Preparation
116	Ingredient	Ingredient
117	Amount	Amount
118	Amount	Amount
119	Preparation	Preparation
120	Amount	Amount
121	Ingredient	Ingredient
122	Preparation	Cooking technique
123	Preparation	Preparation
124	Ingredient	Miscellaneous
125	Preparation	Cooking technique
126	Recipe	Preparation
127	Time	Time
128	Preparation	Preparation
129	Preparation	Preparation
130	Amount	Amount
131	Preparation	Preparation
132	Recipe	Cooking technique
133	Preparation	Ingredient
134	Preparation	Ingredient
135	Preparation	Preparation
136	Recipe	Recipe
137	Cooking technique	Preparation
138	Amount	Amount
139	Amount	Amount
140	Preparation	Preparation
141	Ingredient	Recipe
142	Preparation	Ingredient
143	Preparation	Ingredient
