index	prediction	ground_trouth
0	Recipe	Recipe
1	Preparation	Preparation
2	Amount	Amount
3	Amount	Cooking technique
4	Amount	Cooking technique
5	Amount	Amount
6	Amount	Amount
7	Recipe	Recipe
8	Recipe	Recipe
9	Amount	Ingredient
10	Amount	Ingredient
11	Preparation	Preparation
12	Amount	Amount
13	Time	Time
14	Cooking technique	Preparation
15	Preparation	Preparation
16	Recipe	Recipe
17	Ingredient	Ingredient
18	Amount	Amount
19	Amount	Amount
20	Amount	Amount
21	Cooking technique	Ingredient
22	Amount	Amount
23	Preparation	Cooking technique
24	Amount	Amount
25	Preparation	Preparation
26	Amount	Amount
27	Amount	Amount
28	Preparation	Preparation
29	Recipe	Preparation
30	Amount	Amount
31	Cooking technique	Cooking technique
32	Temperature	Temperature
33	Amount	Amount
34	Preparation	Preparation
35	Ingredient	Ingredient
36	Amount	Amount
37	Recipe	Miscellaneous
38	Equipment	Miscellaneous
39	Cooking technique	Preparation
40	Cooking technique	Equipment
41	Ingredient	Ingredient
42	Cooking technique	Ingredient
43	Equipment	Preparation
44	Preparation	Preparation
45	Preparation	Preparation
46	Temperature	Preparation
47	Time	Time
48	Recipe	Ingredient
49	Cooking technique	Preparation
50	Amount	Amount
51	Cooking technique	Preparation
52	Cooking technique	Cooking technique
53	Temperature	Temperature
54	Time	Time
55	Cooking technique	Cooking technique
56	Miscellaneous	Cooking technique
57	Time	Time
58	Amount	Amount
59	Amount	Amount
60	Time	Time
61	Amount	Ingredient
62	Preparation	Preparation
63	Preparation	Ingredient
64	Preparation	Ingredient
65	Cooking technique	Preparation
66	Miscellaneous	Preparation
67	Recipe	Preparation
68	Ingredient	Knowledge
69	Preparation	Preparation
70	Amount	Ingredient
71	Miscellaneous	Cooking technique
72	Preparation	Cooking technique
73	Amount	Amount
74	Time	Time
75	Meal	Ingredient
76	Recipe	Ingredient
77	Preparation	Preparation
78	Ingredient	Ingredient
79	Amount	Amount
80	Recipe	Preparation
81	Cooking technique	Cooking technique
82	Preparation	Preparation
83	Amount	Ingredient
84	Ingredient	Ingredient
85	Preparation	Preparation
86	Time	Time
87	Preparation	Preparation
88	Recipe	Recipe
89	Recipe	Knowledge
90	Recipe	Recipe
91	Recipe	Recipe
92	Cooking technique	Recipe
93	Amount	Amount
94	Cooking technique	Preparation
95	Cooking technique	Preparation
96	Cooking technique	Recipe
97	Cooking technique	Cooking technique
98	Time	Time
99	Time	Time
100	Preparation	Cooking technique
101	Recipe	Ingredient
102	Preparation	Preparation
103	Amount	Ingredient
104	Amount	Amount
105	Cooking technique	Ingredient
106	Recipe	Recipe
107	Amount	Amount
108	Amount	Amount
109	Amount	Amount
110	Time	Ingredient
111	Amount	Amount
112	Cooking technique	Knowledge
113	Amount	Ingredient
