index	prediction	ground_trouth
0	Recipe	Recipe
1	Cooking technique	Cooking technique
2	Cooking technique	Cooking technique
3	Cooking technique	Preparation
4	Ingredient	Preparation
5	Amount	Amount
6	Time	Preparation
7	Cooking technique	Ingredient
8	Amount	Ingredient
9	Amount	Amount
10	Ingredient	Preparation
11	Preparation	Preparation
12	Temperature	Ingredient
13	Cooking technique	Cooking technique
14	Time	Cooking technique
15	Time	Time
16	Ingredient	Ingredient
17	Ingredient	Miscellaneous
18	Preparation	Preparation
19	Amount	Amount
20	Time	Time
21	Amount	Amount
22	Cooking technique	Cooking technique
23	Time	Time
24	Preparation	Cooking technique
25	Recipe	Recipe
26	Recipe	Recipe
27	Amount	Amount
28	Amount	Amount
29	Time	Preparation
30	Preparation	Preparation
31	Preparation	Equipment
32	Preparation	Preparation
33	Cooking technique	Preparation
34	Ingredient	Ingredient
35	Preparation	Preparation
36	Equipment	Equipment
37	Ingredient	Recipe
38	Recipe	Ingredient
39	Recipe	Ingredient
40	Recipe	Ingredient
41	Amount	Amount
42	Recipe	Preparation
43	Amount	Amount
44	Amount	Amount
45	Ingredient	Amount
46	Ingredient	Amount
47	Time	Time
48	Recipe	Ingredient
49	Preparation	Preparation
50	Time	Time
51	Amount	Amount
52	Equipment	Ingredient
53	Amount	Amount
54	Amount	Amount
55	Cooking technique	Preparation
56	Preparation	Preparation
57	Time	Temperature
58	Recipe	Recipe
59	Amount	Amount
60	Ingredient	Preparation
61	Ingredient	Preparation
62	Amount	Equipment
63	Preparation	Cooking technique
64	Cooking technique	Cooking technique
65	Time	Time
66	Recipe	Ingredient
67	Amount	Amount
68	Time	Temperature
69	Ingredient	Cooking technique
70	Amount	Ingredient
71	Preparation	Preparation
72	Equipment	Ingredient
73	Temperature	Preparation
74	Amount	Preparation
75	Recipe	Recipe
76	Recipe	Cooking technique
77	Ingredient	Cooking technique
78	Recipe	Preparation
79	Cooking technique	Preparation
80	Amount	Amount
81	Amount	Amount
82	Time	Preparation
83	Ingredient	Preparation
84	Ingredient	Ingredient
85	Cooking technique	Preparation
86	Time	Time
87	Preparation	Preparation
88	Time	Preparation
89	Ingredient	Recipe
90	Recipe	Recipe
91	Preparation	Ingredient
92	Ingredient	Amount
93	Ingredient	Preparation
94	Time	Time
95	Ingredient	Preparation
96	Preparation	Ingredient
97	Cooking technique	Preparation
98	Cooking technique	Cooking technique
99	Time	Time
100	Preparation	Cooking technique
101	Ingredient	Cooking technique
102	Knowledge	Recipe
103	Cooking technique	Ingredient
104	Ingredient	Ingredient
105	Preparation	Preparation
106	Cooking technique	Knowledge
107	Preparation	Recipe
108	Preparation	Temperature
109	Ingredient	Ingredient
110	Ingredient	Preparation
111	Preparation	Ingredient
112	Amount	Amount
113	Preparation	Preparation
114	Cooking technique	Ingredient
115	Preparation	Preparation
116	Amount	Amount
117	Preparation	Preparation
118	Preparation	Preparation
119	Recipe	Meal
120	Amount	Ingredient
121	Preparation	Ingredient
122	Ingredient	Ingredient
123	Ingredient	Ingredient
124	Ingredient	Ingredient
125	Preparation	Preparation
126	Amount	Amount
127	Preparation	Preparation
128	Ingredient	Ingredient
129	Time	Time
130	Time	Time
131	Time	Ingredient
132	Preparation	Ingredient
133	Preparation	Preparation
134	Preparation	Preparation
135	Preparation	Recipe
136	Recipe	Recipe
137	Preparation	Time
138	Ingredient	Preparation
139	Preparation	Ingredient
140	Ingredient	Ingredient
141	Recipe	Ingredient
142	Recipe	Preparation
143	Equipment	Equipment
144	Equipment	Preparation
145	Preparation	Cooking technique
146	Amount	Amount
147	Ingredient	Preparation
148	Preparation	Preparation
149	Time	Time
150	Ingredient	Preparation
151	Knowledge	Miscellaneous
152	Ingredient	Cooking technique
153	Ingredient	Ingredient
154	Ingredient	Ingredient
155	Ingredient	Ingredient
156	Time	Cooking technique
157	Amount	Amount
158	Cooking technique	Cooking technique
159	Cooking technique	Cooking technique
160	Time	Time
161	Cooking technique	Preparation
162	Cooking technique	Recipe
163	Amount	Amount
164	Amount	Knowledge
165	Equipment	Miscellaneous
166	Amount	Amount
167	Recipe	Recipe
168	Amount	Amount
169	Ingredient	Ingredient
170	Equipment	Preparation
171	Preparation	Ingredient
172	Time	Time
173	Amount	Amount
174	Amount	Preparation
175	Amount	Amount
