index	prediction	ground_trouth
0	Recipe	Ingredient
1	Ingredient	Preparation
2	Recipe	Preparation
3	Recipe	Amount
4	Cooking technique	Cooking technique
5	Ingredient	Ingredient
6	Preparation	Ingredient
7	Ingredient	Preparation
8	Amount	Amount
9	Temperature	Temperature
10	Preparation	Cooking technique
11	Time	Time
12	Recipe	Recipe
13	Preparation	Ingredient
14	Preparation	Preparation
15	Preparation	Preparation
16	Preparation	Preparation
17	Time	Time
18	Time	Time
19	Time	Time
20	Ingredient	Cooking technique
21	Recipe	Ingredient
22	Recipe	Recipe
23	Amount	Preparation
24	Amount	Preparation
25	Recipe	Ingredient
26	Amount	Amount
27	Amount	Amount
28	Cooking technique	Amount
29	Preparation	Preparation
30	Recipe	Recipe
31	Recipe	Ingredient
32	Equipment	Equipment
33	Amount	Amount
34	Amount	Amount
35	Ingredient	Preparation
36	Ingredient	Miscellaneous
37	Amount	Amount
38	Preparation	Preparation
39	Preparation	Preparation
40	Preparation	Ingredient
41	Ingredient	Meal
42	Time	Ingredient
43	Amount	Amount
44	Ingredient	Ingredient
45	Preparation	Preparation
46	Time	Ingredient
47	Cooking technique	Miscellaneous
48	Recipe	Preparation
49	Cooking technique	Cooking technique
50	Ingredient	Preparation
51	Cooking technique	Preparation
52	Cooking technique	Cooking technique
53	Amount	Amount
54	Amount	Amount
55	Preparation	Cooking technique
56	Cooking technique	Cooking technique
57	Ingredient	Cooking technique
58	Miscellaneous	Time
59	Amount	Amount
60	Preparation	Preparation
61	Amount	Amount
62	Amount	Preparation
63	Cooking technique	Ingredient
64	Preparation	Preparation
65	Recipe	Recipe
66	Preparation	Ingredient
67	Amount	Ingredient
68	Ingredient	Amount
69	Recipe	Recipe
70	Cooking technique	Ingredient
71	Amount	Amount
72	Preparation	Preparation
73	Recipe	Ingredient
74	Amount	Preparation
75	Time	Time
76	Amount	Amount
77	Amount	Amount
78	Preparation	Preparation
79	Ingredient	Ingredient
80	Ingredient	Ingredient
81	Ingredient	Ingredient
82	Ingredient	Ingredient
83	Ingredient	Preparation
84	Time	Time
85	Cooking technique	Knowledge
86	Recipe	Recipe
87	Recipe	Miscellaneous
88	Amount	Amount
89	Cooking technique	Preparation
90	Preparation	Preparation
91	Recipe	Recipe
92	Recipe	Ingredient
93	Recipe	Recipe
94	Preparation	Ingredient
95	Recipe	Recipe
96	Equipment	Ingredient
97	Recipe	Recipe
98	Amount	Amount
99	Amount	Amount
100	Ingredient	Ingredient
101	Recipe	Preparation
102	Cooking technique	Preparation
103	Preparation	Preparation
104	Ingredient	Preparation
105	Preparation	Temperature
106	Ingredient	Ingredient
107	Ingredient	Preparation
108	Amount	Knowledge
109	Amount	Knowledge
110	Cooking technique	Cooking technique
111	Preparation	Cooking technique
112	Recipe	Recipe
113	Cooking technique	Cooking technique
114	Cooking technique	Cooking technique
115	Miscellaneous	Ingredient
116	Recipe	Recipe
117	Ingredient	Ingredient
118	Ingredient	Preparation
119	Time	Time
120	Recipe	Ingredient
121	Amount	Amount
122	Cooking technique	Ingredient
123	Amount	Amount
124	Cooking technique	Cooking technique
125	Cooking technique	Preparation
126	Ingredient	Ingredient
127	Ingredient	Preparation
128	Time	Time
129	Preparation	Preparation
130	Preparation	Preparation
131	Amount	Amount
132	Preparation	Ingredient
133	Recipe	Recipe
