index	prediction	ground_trouth
0	Miscellaneous	Recipe
1	Ingredient	Recipe
2	Recipe	Recipe
3	Recipe	Recipe
4	Ingredient	Recipe
5	Recipe	Ingredient
6	Preparation	Cooking technique
7	Cooking technique	Cooking technique
8	Cooking technique	Preparation
9	Equipment	Preparation
10	Cooking technique	Preparation
11	Preparation	Preparation
12	Preparation	Ingredient
13	Preparation	Preparation
14	Ingredient	Preparation
15	Ingredient	Ingredient
16	Recipe	Ingredient
17	Time	Preparation
18	Ingredient	Ingredient
19	Recipe	Recipe
20	Time	Temperature
21	Cooking technique	Cooking technique
22	Time	Time
23	Amount	Amount
24	Amount	Amount
25	Ingredient	Knowledge
26	Amount	Amount
27	Amount	Preparation
28	Preparation	Preparation
29	Amount	Ingredient
30	Amount	Amount
31	Amount	Preparation
32	Recipe	Recipe
33	Cooking technique	Cooking technique
34	Recipe	Recipe
35	Amount	Amount
36	Amount	Amount
37	Amount	Amount
38	Amount	Amount
39	Amount	Amount
40	Time	Amount
41	Recipe	Preparation
42	Recipe	Recipe
43	Time	Time
44	Cooking technique	Knowledge
45	Recipe	Cooking technique
46	Amount	Amount
47	Preparation	Preparation
48	Preparation	Preparation
49	Time	Preparation
50	Recipe	Ingredient
51	Ingredient	Preparation
52	Preparation	Ingredient
53	Ingredient	Preparation
54	Cooking technique	Cooking technique
55	Preparation	Preparation
56	Amount	Miscellaneous
57	Recipe	Miscellaneous
58	Cooking technique	Cooking technique
59	Time	Time
60	Ingredient	Ingredient
61	Ingredient	Ingredient
62	Recipe	Recipe
63	Preparation	Ingredient
64	Amount	Ingredient
65	Amount	Preparation
66	Time	Time
67	Amount	Amount
68	Time	Amount
69	Ingredient	Ingredient
70	Amount	Amount
71	Time	Temperature
72	Ingredient	Ingredient
73	Amount	Amount
74	Amount	Temperature
75	Recipe	Equipment
76	Amount	Amount
77	Preparation	Ingredient
78	Equipment	Preparation
79	Cooking technique	Preparation
80	Time	Time
81	Amount	Amount
82	Amount	Equipment
83	Ingredient	Ingredient
84	Ingredient	Ingredient
85	Ingredient	Ingredient
86	Ingredient	Ingredient
87	Preparation	Preparation
88	Ingredient	Ingredient
89	Preparation	Preparation
90	Ingredient	Ingredient
91	Amount	Amount
92	Amount	Amount
93	Recipe	Preparation
94	Preparation	Preparation
95	Recipe	Ingredient
96	Time	Miscellaneous
97	Recipe	Ingredient
98	Recipe	Ingredient
99	Recipe	Ingredient
100	Recipe	Recipe
101	Ingredient	Ingredient
102	Ingredient	Ingredient
103	Cooking technique	Cooking technique
104	Cooking technique	Preparation
105	Preparation	Preparation
106	Ingredient	Ingredient
107	Cooking technique	Preparation
108	Time	Cooking technique
109	Cooking technique	Recipe
110	Preparation	Cooking technique
111	Recipe	Recipe
112	Ingredient	Ingredient
113	Ingredient	Preparation
114	Amount	Preparation
115	Preparation	Preparation
116	Preparation	Ingredient
117	Amount	Amount
118	Amount	Amount
119	Preparation	Preparation
120	Amount	Amount
121	Ingredient	Ingredient
122	Preparation	Cooking technique
123	Time	Preparation
124	Ingredient	Miscellaneous
125	Ingredient	Cooking technique
126	Recipe	Preparation
127	Time	Time
