index	prediction	ground_trouth
0	Ingredient	Ingredient
1	Preparation	Preparation
2	Recipe	Preparation
3	Recipe	Amount
4	Amount	Cooking technique
5	Knowledge	Ingredient
6	Preparation	Ingredient
7	Ingredient	Preparation
8	Amount	Amount
9	Temperature	Temperature
10	Recipe	Cooking technique
11	Time	Time
12	Recipe	Recipe
13	Preparation	Ingredient
14	Temperature	Preparation
15	Preparation	Preparation
16	Preparation	Preparation
17	Time	Time
18	Time	Time
19	Time	Time
20	Preparation	Cooking technique
21	Recipe	Ingredient
22	Recipe	Recipe
23	Preparation	Preparation
24	Amount	Preparation
25	Ingredient	Ingredient
26	Amount	Amount
27	Amount	Amount
28	Amount	Amount
29	Preparation	Preparation
30	Recipe	Recipe
31	Recipe	Ingredient
32	Equipment	Equipment
33	Time	Amount
34	Amount	Amount
35	Ingredient	Preparation
36	Knowledge	Miscellaneous
37	Amount	Amount
38	Preparation	Preparation
39	Preparation	Preparation
40	Amount	Ingredient
41	Ingredient	Meal
42	Time	Ingredient
43	Amount	Amount
44	Knowledge	Ingredient
45	Knowledge	Preparation
46	Ingredient	Ingredient
47	Recipe	Miscellaneous
48	Recipe	Preparation
49	Cooking technique	Cooking technique
50	Preparation	Preparation
51	Ingredient	Preparation
52	Cooking technique	Cooking technique
53	Amount	Amount
54	Amount	Amount
55	Miscellaneous	Cooking technique
56	Cooking technique	Cooking technique
57	Cooking technique	Cooking technique
58	Miscellaneous	Time
59	Amount	Amount
60	Ingredient	Preparation
61	Amount	Amount
62	Preparation	Preparation
63	Preparation	Ingredient
64	Preparation	Preparation
65	Recipe	Recipe
66	Preparation	Ingredient
67	Preparation	Ingredient
68	Amount	Amount
69	Recipe	Recipe
70	Cooking technique	Ingredient
71	Amount	Amount
72	Preparation	Preparation
73	Recipe	Ingredient
74	Preparation	Preparation
75	Time	Time
76	Amount	Amount
77	Amount	Amount
78	Preparation	Preparation
79	Ingredient	Ingredient
80	Ingredient	Ingredient
81	Ingredient	Ingredient
82	Ingredient	Ingredient
83	Preparation	Preparation
84	Time	Time
85	Cooking technique	Knowledge
86	Recipe	Recipe
87	Ingredient	Miscellaneous
88	Amount	Amount
89	Preparation	Preparation
90	Preparation	Preparation
91	Preparation	Recipe
92	Recipe	Ingredient
93	Recipe	Recipe
94	Preparation	Ingredient
95	Recipe	Recipe
96	Equipment	Ingredient
97	Recipe	Recipe
98	Amount	Amount
99	Amount	Amount
100	Preparation	Ingredient
101	Recipe	Preparation
102	Preparation	Preparation
103	Preparation	Preparation
104	Preparation	Preparation
105	Ingredient	Temperature
106	Ingredient	Ingredient
107	Ingredient	Preparation
108	Amount	Knowledge
109	Amount	Knowledge
110	Cooking technique	Cooking technique
111	Preparation	Cooking technique
112	Recipe	Recipe
113	Cooking technique	Cooking technique
114	Preparation	Cooking technique
115	Ingredient	Ingredient
116	Recipe	Recipe
117	Preparation	Ingredient
118	Ingredient	Preparation
119	Time	Time
120	Ingredient	Ingredient
121	Amount	Amount
122	Knowledge	Ingredient
123	Amount	Amount
124	Cooking technique	Cooking technique
125	Cooking technique	Preparation
126	Ingredient	Ingredient
127	Preparation	Preparation
128	Time	Time
129	Preparation	Preparation
130	Preparation	Preparation
131	Amount	Amount
132	Equipment	Ingredient
133	Recipe	Recipe
134	Knowledge	Recipe
135	Preparation	Ingredient
