index	prediction	ground_trouth
0	Preparation	Recipe
1	Cooking technique	Preparation
2	Amount	Amount
3	Amount	Cooking technique
4	Amount	Cooking technique
5	Amount	Amount
6	Amount	Amount
7	Ingredient	Recipe
8	Recipe	Recipe
9	Recipe	Ingredient
10	Ingredient	Ingredient
11	Preparation	Preparation
12	Amount	Amount
13	Time	Time
14	Miscellaneous	Preparation
15	Preparation	Preparation
16	Recipe	Recipe
17	Ingredient	Ingredient
18	Knowledge	Amount
19	Amount	Amount
20	Amount	Amount
21	Cooking technique	Ingredient
22	Amount	Amount
23	Preparation	Cooking technique
24	Amount	Amount
25	Preparation	Preparation
26	Amount	Amount
27	Amount	Amount
28	Preparation	Preparation
29	Recipe	Preparation
30	Amount	Amount
31	Amount	Cooking technique
32	Temperature	Temperature
33	Amount	Amount
34	Recipe	Preparation
35	Ingredient	Ingredient
36	Amount	Amount
37	Knowledge	Miscellaneous
38	Amount	Miscellaneous
39	Cooking technique	Preparation
40	Equipment	Equipment
41	Preparation	Ingredient
42	Cooking technique	Ingredient
43	Equipment	Preparation
44	Cooking technique	Preparation
45	Cooking technique	Preparation
46	Time	Preparation
47	Time	Time
48	Ingredient	Ingredient
49	Cooking technique	Preparation
50	Amount	Amount
51	Cooking technique	Preparation
52	Cooking technique	Cooking technique
53	Temperature	Temperature
54	Time	Time
55	Cooking technique	Cooking technique
56	Preparation	Cooking technique
57	Time	Time
58	Amount	Amount
59	Amount	Amount
60	Time	Time
61	Equipment	Ingredient
62	Preparation	Preparation
63	Preparation	Ingredient
64	Cooking technique	Ingredient
65	Recipe	Preparation
66	Recipe	Preparation
67	Preparation	Preparation
68	Ingredient	Knowledge
69	Recipe	Preparation
70	Ingredient	Ingredient
71	Recipe	Cooking technique
72	Preparation	Cooking technique
73	Amount	Amount
74	Time	Time
75	Ingredient	Ingredient
76	Ingredient	Ingredient
77	Preparation	Preparation
78	Ingredient	Ingredient
79	Amount	Amount
80	Preparation	Preparation
81	Cooking technique	Cooking technique
82	Ingredient	Preparation
