index	prediction	ground_trouth
0	Recipe	Recipe
1	Recipe	Recipe
2	Recipe	Recipe
3	Preparation	Preparation
4	Preparation	Preparation
5	Preparation	Ingredient
6	Recipe	Recipe
7	Preparation	Preparation
8	Temperature	Preparation
9	Amount	Amount
10	Amount	Amount
11	Cooking technique	Preparation
12	Amount	Preparation
13	Time	Time
14	Amount	Amount
15	Preparation	Ingredient
16	Amount	Ingredient
17	Preparation	Preparation
18	Ingredient	Preparation
19	Ingredient	Ingredient
20	Preparation	Preparation
21	Cooking technique	Cooking technique
22	Preparation	Preparation
23	Recipe	Cooking technique
24	Recipe	Ingredient
25	Amount	Amount
26	Amount	Amount
27	Amount	Amount
28	Recipe	Preparation
29	Time	Time
30	Time	Preparation
31	Preparation	Preparation
32	Preparation	Preparation
33	Preparation	Preparation
34	Preparation	Preparation
35	Preparation	Preparation
36	Recipe	Recipe
37	Preparation	Preparation
38	Preparation	Recipe
39	Preparation	Cooking technique
40	Ingredient	Ingredient
41	Cooking technique	Cooking technique
42	Temperature	Temperature
43	Amount	Amount
44	Amount	Amount
45	Amount	Amount
46	Cooking technique	Ingredient
47	Recipe	Miscellaneous
48	Amount	Amount
49	Amount	Amount
50	Time	Time
51	Time	Time
52	Recipe	Recipe
53	Preparation	Cooking technique
54	Temperature	Temperature
55	Knowledge	Knowledge
56	Recipe	Cooking technique
57	Cooking technique	Preparation
58	Amount	Amount
59	Cooking technique	Preparation
60	Recipe	Preparation
61	Cooking technique	Preparation
62	Amount	Amount
63	Amount	Amount
64	Preparation	Cooking technique
65	Time	Time
66	Cooking technique	Preparation
67	Recipe	Ingredient
68	Cooking technique	Ingredient
69	Recipe	Preparation
70	Preparation	Preparation
71	Ingredient	Ingredient
72	Ingredient	Ingredient
73	Amount	Amount
74	Recipe	Preparation
75	Cooking technique	Ingredient
76	Cooking technique	Ingredient
77	Time	Time
78	Amount	Amount
79	Cooking technique	Ingredient
80	Cooking technique	Ingredient
81	Cooking technique	Ingredient
82	Ingredient	Ingredient
83	Amount	Amount
84	Amount	Amount
85	Ingredient	Ingredient
86	Ingredient	Ingredient
87	Preparation	Ingredient
88	Amount	Preparation
89	Preparation	Preparation
90	Preparation	Recipe
91	Recipe	Ingredient
92	Recipe	Recipe
93	Recipe	Recipe
94	Recipe	Ingredient
95	Recipe	Recipe
96	Amount	Ingredient
97	Cooking technique	Cooking technique
98	Cooking technique	Preparation
99	Amount	Amount
100	Amount	Knowledge
101	Ingredient	Cooking technique
102	Ingredient	Ingredient
103	Recipe	Recipe
104	Preparation	Preparation
105	Preparation	Preparation
106	Cooking technique	Cooking technique
107	Preparation	Preparation
108	Miscellaneous	Ingredient
109	Equipment	Miscellaneous
110	Recipe	Recipe
111	Preparation	Preparation
112	Preparation	Knowledge
113	Amount	Amount
114	Amount	Knowledge
115	Preparation	Preparation
116	Preparation	Miscellaneous
117	Ingredient	Equipment
118	Amount	Amount
119	Amount	Amount
120	Time	Time
121	Preparation	Preparation
122	Preparation	Preparation
123	Time	Time
124	Preparation	Ingredient
125	Time	Time
126	Ingredient	Amount
127	Ingredient	Ingredient
128	Cooking technique	Preparation
129	Ingredient	Preparation
130	Time	Time
131	Preparation	Preparation
132	Preparation	Preparation
133	Amount	Amount
134	Amount	Amount
135	Amount	Ingredient
136	Amount	Amount
137	Cooking technique	Ingredient
138	Ingredient	Ingredient
139	Cooking technique	Ingredient
140	Ingredient	Ingredient
141	Amount	Preparation
142	Ingredient	Ingredient
143	Preparation	Preparation
144	Preparation	Ingredient
145	Cooking technique	Preparation
146	Miscellaneous	Miscellaneous
147	Recipe	Preparation
148	Miscellaneous	Cooking technique
149	Ingredient	Preparation
150	Ingredient	Ingredient
151	Time	Ingredient
152	Preparation	Cooking technique
153	Cooking technique	Ingredient
154	Amount	Amount
155	Recipe	Ingredient
156	Ingredient	Ingredient
157	Recipe	Recipe
158	Cooking technique	Preparation
159	Recipe	Cooking technique
160	Cooking technique	Ingredient
161	Cooking technique	Ingredient
162	Cooking technique	Preparation
163	Temperature	Temperature
164	Time	Time
165	Preparation	Preparation
166	Amount	Ingredient
167	Amount	Amount
168	Ingredient	Ingredient
169	Preparation	Preparation
170	Preparation	Preparation
171	Amount	Amount
172	Preparation	Preparation
173	Time	Time
174	Recipe	Recipe
175	Amount	Amount
176	Preparation	Preparation
177	Recipe	Cooking technique
178	Time	Time
179	Time	Cooking technique
180	Cooking technique	Cooking technique
181	Recipe	Recipe
182	Recipe	Recipe
183	Cooking technique	Cooking technique
184	Knowledge	Cooking technique
185	Recipe	Recipe
186	Recipe	Ingredient
187	Ingredient	Ingredient
188	Amount	Meal
189	Preparation	Preparation
190	Ingredient	Preparation
191	Ingredient	Preparation
192	Amount	Amount
193	Amount	Amount
194	Preparation	Preparation
195	Time	Preparation
196	Time	Preparation
197	Time	Time
198	Ingredient	Ingredient
199	Amount	Amount
200	Ingredient	Equipment
201	Cooking technique	Ingredient
202	Preparation	Preparation
203	Preparation	Preparation
204	Amount	Amount
205	Miscellaneous	Ingredient
206	Ingredient	Ingredient
207	Time	Time
208	Preparation	Cooking technique
209	Preparation	Preparation
210	Preparation	Preparation
211	Equipment	Ingredient
212	Amount	Amount
213	Preparation	Preparation
214	Preparation	Equipment
215	Recipe	Ingredient
216	Knowledge	Recipe
217	Amount	Amount
218	Ingredient	Ingredient
219	Ingredient	Ingredient
220	Cooking technique	Preparation
221	Amount	Amount
222	Ingredient	Preparation
223	Ingredient	Ingredient
224	Ingredient	Preparation
225	Preparation	Miscellaneous
226	Amount	Amount
227	Cooking technique	Preparation
228	Cooking technique	Ingredient
229	Preparation	Preparation
230	Knowledge	Knowledge
231	Amount	Amount
232	Miscellaneous	Ingredient
233	Cooking technique	Cooking technique
234	Cooking technique	Ingredient
235	Preparation	Cooking technique
236	Recipe	Ingredient
237	Recipe	Preparation
238	Cooking technique	Preparation
239	Amount	Ingredient
240	Amount	Amount
241	Ingredient	Ingredient
242	Time	Time
243	Amount	Amount
244	Preparation	Preparation
245	Ingredient	Ingredient
246	Ingredient	Ingredient
247	Preparation	Preparation
248	Recipe	Recipe
249	Preparation	Amount
250	Preparation	Preparation
251	Preparation	Preparation
252	Miscellaneous	Ingredient
253	Ingredient	Ingredient
254	Ingredient	Ingredient
255	Amount	Amount
256	Preparation	Preparation
257	Time	Ingredient
258	Preparation	Preparation
259	Time	Time
260	Amount	Amount
261	Time	Time
262	Amount	Amount
263	Recipe	Recipe
264	Amount	Amount
265	Preparation	Amount
266	Ingredient	Equipment
267	Preparation	Preparation
