index	prediction	ground_trouth
0	Ingredient	Ingredient
1	Preparation	Preparation
2	Recipe	Preparation
3	Amount	Amount
4	Amount	Cooking technique
5	Ingredient	Ingredient
6	Recipe	Ingredient
7	Preparation	Preparation
8	Amount	Amount
9	Preparation	Temperature
10	Preparation	Cooking technique
11	Time	Time
12	Recipe	Recipe
13	Preparation	Ingredient
14	Preparation	Preparation
15	Preparation	Preparation
16	Preparation	Preparation
17	Time	Time
18	Time	Time
19	Time	Time
20	Recipe	Cooking technique
21	Recipe	Ingredient
22	Preparation	Recipe
23	Preparation	Preparation
24	Amount	Preparation
25	Ingredient	Ingredient
26	Amount	Amount
27	Amount	Amount
28	Amount	Amount
29	Preparation	Preparation
30	Recipe	Recipe
31	Recipe	Ingredient
32	Equipment	Equipment
33	Amount	Amount
34	Amount	Amount
35	Preparation	Preparation
36	Recipe	Miscellaneous
37	Amount	Amount
38	Preparation	Preparation
39	Preparation	Preparation
40	Recipe	Ingredient
41	Ingredient	Meal
42	Amount	Ingredient
43	Amount	Amount
44	Ingredient	Ingredient
45	Ingredient	Preparation
46	Ingredient	Ingredient
47	Recipe	Miscellaneous
48	Recipe	Preparation
49	Cooking technique	Cooking technique
50	Preparation	Preparation
51	Recipe	Preparation
52	Preparation	Cooking technique
53	Amount	Amount
54	Amount	Amount
55	Preparation	Cooking technique
56	Ingredient	Cooking technique
57	Cooking technique	Cooking technique
58	Preparation	Time
59	Amount	Amount
60	Ingredient	Preparation
61	Amount	Amount
62	Preparation	Preparation
63	Ingredient	Ingredient
64	Preparation	Preparation
65	Recipe	Recipe
66	Preparation	Ingredient
67	Equipment	Ingredient
68	Amount	Amount
69	Recipe	Recipe
70	Cooking technique	Ingredient
71	Amount	Amount
72	Cooking technique	Preparation
73	Recipe	Ingredient
74	Ingredient	Preparation
75	Time	Time
76	Amount	Amount
77	Amount	Amount
78	Recipe	Preparation
79	Ingredient	Ingredient
80	Ingredient	Ingredient
81	Ingredient	Ingredient
82	Ingredient	Ingredient
83	Preparation	Preparation
84	Time	Time
85	Recipe	Knowledge
86	Recipe	Recipe
87	Recipe	Miscellaneous
88	Amount	Amount
89	Preparation	Preparation
90	Preparation	Preparation
91	Recipe	Recipe
92	Ingredient	Ingredient
93	Recipe	Recipe
94	Ingredient	Ingredient
95	Recipe	Recipe
96	Ingredient	Ingredient
97	Recipe	Recipe
98	Amount	Amount
99	Amount	Amount
100	Preparation	Ingredient
101	Preparation	Preparation
102	Cooking technique	Preparation
103	Cooking technique	Preparation
104	Preparation	Preparation
105	Equipment	Temperature
106	Ingredient	Ingredient
107	Cooking technique	Preparation
108	Amount	Knowledge
109	Amount	Knowledge
110	Cooking technique	Cooking technique
111	Cooking technique	Cooking technique
112	Recipe	Recipe
113	Cooking technique	Cooking technique
114	Cooking technique	Cooking technique
115	Recipe	Ingredient
116	Time	Recipe
117	Amount	Ingredient
118	Miscellaneous	Preparation
119	Time	Time
120	Recipe	Ingredient
121	Amount	Amount
122	Preparation	Ingredient
123	Amount	Amount
124	Preparation	Cooking technique
125	Preparation	Preparation
126	Knowledge	Ingredient
127	Cooking technique	Preparation
128	Time	Time
129	Preparation	Preparation
130	Preparation	Preparation
131	Amount	Amount
132	Ingredient	Ingredient
133	Recipe	Recipe
134	Knowledge	Recipe
135	Preparation	Ingredient
